Acesse o contrato na íntegra,CNPJ da empresa,CNPJ do Consórcio,Cliente,Compartilhado com outros projetos?,Consórcio,Data de assinatura,Empresa,Esfera do cliente,Fim da vigência,Líder do consórcio,N˚ do contrato,Objeto,Participação no consórcio,Serviço Contratado,Valor Estimado por empresa (R$),Valor Global (R$),grupo
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005050.zip,19.222.619/0001-79,48.441.241/0001-00,MINISTERIO DA FAZENDA,Sim,CONSORCIO REVIVE BRASIL,22/06/2022,"AMARAL, PAES DE ANDRADE E FIGUEIREDO ADVOGADOS",Federal,31/01/2027,Não,0124/2022,"Elaboração de estudos técnicos e execução de serviços especializados necessários a execução estudos técnicos e execução de serviços especializados de estruturação dos Projetos-Piloto do Programa Revive, conforme especificações constantes do Projeto Básico e da proposta apresentada pelo contratado.","10,60%",Serviço Único,"277.463,49","2.617.580,11",FEP REVIVE - ESTAÇÃO DIAMANTINA
,01.546.213/0001-86,,,,,,DAL POZZO ADVOGADOS,,,Não,,,"10,60%",,"277.463,49",,
,00.286.988/0001-05,,,,,,FACCIO ARQUITETURA S/S LTDA,,,Não,,,"35,10%",,"918.770,62",,
,30.711.044/0001-90,,,,,,INTEGRA PROJETOS E CONSULTORIA EMPRESARIAL LTDA,,,Sim,,,"43,70%",,"1.143.882,51",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005050.zip,19.222.619/0001-79,48.441.241/0001-00,MINISTERIO DA FAZENDA,Sim,CONSORCIO REVIVE BRASIL,22/06/2022,"AMARAL, PAES DE ANDRADE E FIGUEIREDO ADVOGADOS",Federal,31/01/2027,Não,0124/2022,"Elaboração de estudos técnicos e execução de serviços especializados necessários a execução estudos técnicos e execução de serviços especializados de estruturação dos Projetos-Piloto do Programa Revive, conforme especificações constantes do Projeto Básico e da proposta apresentada pelo contratado.","10,60%",Serviço Único,"277.463,49","2.617.580,11",FEP REVIVE - FORTE SANTA CRUZ
,01.546.213/0001-86,,,,,,DAL POZZO ADVOGADOS,,,Não,,,"10,60%",,"277.463,49",,
,00.286.988/0001-05,,,,,,FACCIO ARQUITETURA S/S LTDA,,,Não,,,"35,10%",,"918.770,62",,
,30.711.044/0001-90,,,,,,INTEGRA PROJETOS E CONSULTORIA EMPRESARIAL LTDA,,,Sim,,,"43,70%",,"1.143.882,51",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005050.zip,19.222.619/0001-79,48.441.241/0001-00,MINISTERIO DA FAZENDA,Sim,CONSORCIO REVIVE BRASIL,22/06/2022,"AMARAL, PAES DE ANDRADE E FIGUEIREDO ADVOGADOS",Federal,31/01/2027,Não,0124/2022,"Elaboração de estudos técnicos e execução de serviços especializados necessários a execução estudos técnicos e execução de serviços especializados de estruturação dos Projetos-Piloto do Programa Revive, conforme especificações constantes do Projeto Básico e da proposta apresentada pelo contratado.","10,60%",Serviço Único,"277.463,49","2.617.580,11",FEP REVIVE - PAU D ALHO
,01.546.213/0001-86,,,,,,DAL POZZO ADVOGADOS,,,Não,,,"10,60%",,"277.463,49",,
,00.286.988/0001-05,,,,,,FACCIO ARQUITETURA S/S LTDA,,,Não,,,"35,10%",,"918.770,62",,
,30.711.044/0001-90,,,,,,INTEGRA PROJETOS E CONSULTORIA EMPRESARIAL LTDA,,,Sim,,,"43,70%",,"1.143.882,51",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006200.zip,16.103.193/0001-46,58.634.266/0001-76,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,Não,CONSORCIO VALONGO PATRIMONIO VIVO,29/11/2024,AVENIDA SERVICOS JORNALISTICOS LTDA.,Federal,28/11/2027,Não,0412/2024,"Prestação de serviços técnicos necessários para a realização de estudos relativos ao Projeto de Estruturação do Distrito Cultural Pequena África, localizado no Centro do Município do Rio de Janeiro.","17,80%",Serviço Único,"645.958,95","3.628.982,86",FEP VALONGO
,51.752.477/0001-64,,,,,,CAIO LUCAS VALENCA COSTA BUARQUE SOCIEDADE INDIVIDUAL DE ADVOCACIA,,,Não,,,"8,80%",,"319.350,49",,
,59.388.702/0001-37,,,,,,MKR TECNOLOGIA E SERVICOS LTDA.,,,Não,,,"5,30%",,"192.336,09",,
,12.858.973/0001-45,,,,,,PIRES ADVOGADOS,,,Não,,,"16,90%",,"613.298,10",,
,31.687.326/0001-62,,,,,,URBIT SERVICOS DE INFORMATICA LTDA,,,Não,,,"8,80%",,"319.350,49",,
,28.498.811/0001-83,,,,,,VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA,,,Não,,,"10,50%",,"381.043,20",,
,05.599.497/0001-20,,,,,,JAIME LERNER ARQUITETOS ASSOCIADOS S/S,,,Sim,,,"31,90%",,"1.157.645,53",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004598.zip,66.865.965/0001-55,41.699.376/0001-13,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Não,FGV - STCP - MANESCO,25/01/2021,"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.",Federal,24/01/2024,Não,0013/2021,"Contratação de serviços técnicos necessários para a estruturação de concessões florestais para a prática do manejo florestal e silvicultura de espécies nativas para exploração de produtos madeireiros, não madeireiros e serviços, de acordo com a Lei Federal nº 11.284/2006, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.","19,40%",Serviço Único,"457.536,45","2.358.435,32",FLONAS DO SUL - BLOCO I - PR/SC (3)
,81.188.542/0001-31,,,,,,STCP ENGENHARIA DE PROJETOS LTDA,,,Não,,,"57,60%",,"1.358.458,74",,
,33.641.663/0001-44,,,,,,FUNDACAO GETULIO VARGAS,,,Sim,,,"23,00%",,"542.440,12",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004679.zip,21.400.545/0001-65,42.866.898/0001-25,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Sim,"CONSORCIO RADAR PPP,EVERGREEN INVESTIMENTOS E PORTUGAL RIBEIRO",16/07/2021,BRSF INVESTIMENTOS FLORESTAIS LTDA,Federal,15/07/2026,Não,0140/2021,"Serviços técnicos especializados necessários à estruturação de projetos de concessão florestal para a prática do manejo florestal sustentável para exploração de produtos madeireiros, não-madeireiros e serviços em 2 (duas) Florestas Públicas Federais.","31,97%",Serviço Único,"646.065,39","2.020.848,90",FLONAS NORTE - BALATA TUFARI (BL 2 LT 1)
,17.855.240/0001-70,,,,,,PORTUGAL RIBEIRO & JORDAO ADVOGADOS,,,Não,,,"25,00%",,"505.212,23",,
,20.159.727/0001-23,,,,,,RADAR PPP LTDA,,,Sim,,,"43,03%",,"869.571,28",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004680.zip,21.400.545/0001-65,42.866.898/0001-25,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Sim,"CONSORCIO RADAR PPP,EVERGREEN INVESTIMENTOS E PORTUGAL RIBEIRO",16/07/2021,BRSF INVESTIMENTOS FLORESTAIS LTDA,Federal,15/07/2026,Não,0141/2021,"Serviços técnicos especializados necessários à estruturação de projetos de concessão florestal para a prática do manejo florestal sustentável para exploração de produtos madeireiros, não-madeireiros e serviços em 3 (três) Florestas Públicas Federais.","27,50%",Serviço Único,"700.086,71","2.545.769,86",FLONAS NORTE - GLEBA CASTANHO (BL 2 LT 2)
,17.855.240/0001-70,,,,,,PORTUGAL RIBEIRO & JORDAO ADVOGADOS,,,Não,,,"27,50%",,"700.086,71",,
,20.159.727/0001-23,,,,,,RADAR PPP LTDA,,,Sim,,,"45,00%",,"1.145.596,44",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004679.zip,21.400.545/0001-65,42.866.898/0001-25,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Sim,"CONSORCIO RADAR PPP,EVERGREEN INVESTIMENTOS E PORTUGAL RIBEIRO",16/07/2021,BRSF INVESTIMENTOS FLORESTAIS LTDA,Federal,15/07/2026,Não,0140/2021,"Serviços técnicos especializados necessários à estruturação de projetos de concessão florestal para a prática do manejo florestal sustentável para exploração de produtos madeireiros, não-madeireiros e serviços em 2 (duas) Florestas Públicas Federais.","31,97%",Serviço Único,"646.065,39","2.020.848,90",FLONAS NORTE - IQUIRI (BL 2 LT 1)
,17.855.240/0001-70,,,,,,PORTUGAL RIBEIRO & JORDAO ADVOGADOS,,,Não,,,"25,00%",,"505.212,23",,
,20.159.727/0001-23,,,,,,RADAR PPP LTDA,,,Sim,,,"43,03%",,"869.571,28",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004680.zip,21.400.545/0001-65,42.866.898/0001-25,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Sim,"CONSORCIO RADAR PPP,EVERGREEN INVESTIMENTOS E PORTUGAL RIBEIRO",16/07/2021,BRSF INVESTIMENTOS FLORESTAIS LTDA,Federal,15/07/2026,Não,0141/2021,"Serviços técnicos especializados necessários à estruturação de projetos de concessão florestal para a prática do manejo florestal sustentável para exploração de produtos madeireiros, não-madeireiros e serviços em 3 (três) Florestas Públicas Federais.","27,50%",Serviço Único,"700.086,71","2.545.769,86",FLONAS NORTE - JATUARANA (UMF1)
,17.855.240/0001-70,,,,,,PORTUGAL RIBEIRO & JORDAO ADVOGADOS,,,Não,,,"27,50%",,"700.086,71",,
,20.159.727/0001-23,,,,,,RADAR PPP LTDA,,,Sim,,,"45,00%",,"1.145.596,44",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004680.zip,21.400.545/0001-65,42.866.898/0001-25,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Sim,"CONSORCIO RADAR PPP,EVERGREEN INVESTIMENTOS E PORTUGAL RIBEIRO",16/07/2021,BRSF INVESTIMENTOS FLORESTAIS LTDA,Federal,15/07/2026,Não,0141/2021,"Serviços técnicos especializados necessários à estruturação de projetos de concessão florestal para a prática do manejo florestal sustentável para exploração de produtos madeireiros, não-madeireiros e serviços em 3 (três) Florestas Públicas Federais.","27,50%",Serviço Único,"700.086,71","2.545.769,86",FLONAS NORTE - PAU ROSA (BL 2 LT 2)
,17.855.240/0001-70,,,,,,PORTUGAL RIBEIRO & JORDAO ADVOGADOS,,,Não,,,"27,50%",,"700.086,71",,
,20.159.727/0001-23,,,,,,RADAR PPP LTDA,,,Sim,,,"45,00%",,"1.145.596,44",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005647.zip,21.400.545/0001-65,42.866.898/0001-25,ESTADO DO AMAPA,Não,"CONSORCIO RADAR PPP,EVERGREEN INVESTIMENTOS E PORTUGAL RIBEIRO",01/11/2023,BRSF INVESTIMENTOS FLORESTAIS LTDA,Estadual,31/10/2026,Não,0282/2023,Prestação de serviços necessários para: estruturação de projetos visando à concessão florestal para a prática do manejo florestal sustentável voltada à exploração de produtos florestais madeireiros e não madeireiros e serviços florestais na Floresta Estadual do Amapá.,"59,40%",Serviço Único,"1.846.437,20","3.108.480,14",FLORESTA AMAPÁ
,17.855.240/0001-70,,,,,,PORTUGAL RIBEIRO & JORDAO ADVOGADOS,,,Não,,,"17,96%",,"558.283,03",,
,20.159.727/0001-23,,,,,,RADAR PPP LTDA,,,Sim,,,"22,64%",,"703.759,90",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip,26.288.600/0001-90,45.567.947/0001-17,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,Sim,CONSORCIO UIRAPURU PARQUES BRASILEIROS,28/01/2022,PLANTAR IDEIAS LTDA,Federal,27/07/2025,Não,0304/2021,Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União,"29,00%",Serviço Único,"724.028,38","2.496.649,58",FLORESTA NACIONAL DE IPANEMA - SP
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"18,20%",,"454.390,22",,
,28.498.811/0001-83,,,,,,VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA,,,Não,,,"38,00%",,"948.726,84",,
,28.117.411/0001-80,,,,,,SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.,,,Sim,,,"14,80%",,"369.504,14",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006609.zip,21.400.545/0001-65,63.009.775/0001-48,INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO ESTADO DO PARA,Sim,"CONSORCIO RADAR PPP, PORTUGAL RIBEIRO, EVERGREEN, EGF E IFT",26/09/2025,BRSF INVESTIMENTOS FLORESTAIS LTDA,Estadual,25/09/2028,Não,0334/2025,"Serviços técnicos necessários para a estruturação de concessão(ões) florestal(is) para a prática do manejo florestal sustentável para exploração de produtos florestais e serviços nas seguintes áreas das Florestas Estaduais do Pará, de acordo com o marco regulatório de concessões florestais vigente.","27,60%",Serviço Único,"799.848,00","2.898.000,00",FLORESTAS PARÁ - FLORESTA IRIRI
,27.943.614/0001-63,,,,,,EGF SERVICOS EM GESTAO DE FLORESTAS LTDA,,,Não,,,"12,10%",,"350.658,00",,
,05.388.409/0001-40,,,,,,INSTITUTO FLORESTA TROPICAL IFT,,,Não,,,"11,90%",,"344.862,00",,
,17.855.240/0001-70,,,,,,PORTUGAL RIBEIRO & JORDAO ADVOGADOS,,,Não,,,"20,40%",,"591.192,00",,
,20.159.727/0001-23,,,,,,RADAR PPP LTDA,,,Sim,,,"28,00%",,"811.440,00",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006609.zip,21.400.545/0001-65,63.009.775/0001-48,INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO ESTADO DO PARA,Sim,"CONSORCIO RADAR PPP, PORTUGAL RIBEIRO, EVERGREEN, EGF E IFT",26/09/2025,BRSF INVESTIMENTOS FLORESTAIS LTDA,Estadual,25/09/2028,Não,0334/2025,"Serviços técnicos necessários para a estruturação de concessão(ões) florestal(is) para a prática do manejo florestal sustentável para exploração de produtos florestais e serviços nas seguintes áreas das Florestas Estaduais do Pará, de acordo com o marco regulatório de concessões florestais vigente.","27,60%",Serviço Único,"799.848,00","2.898.000,00",FLORESTAS PARÁ - FLORESTA PARU
,27.943.614/0001-63,,,,,,EGF SERVICOS EM GESTAO DE FLORESTAS LTDA,,,Não,,,"12,10%",,"350.658,00",,
,05.388.409/0001-40,,,,,,INSTITUTO FLORESTA TROPICAL IFT,,,Não,,,"11,90%",,"344.862,00",,
,17.855.240/0001-70,,,,,,PORTUGAL RIBEIRO & JORDAO ADVOGADOS,,,Não,,,"20,40%",,"591.192,00",,
,20.159.727/0001-23,,,,,,RADAR PPP LTDA,,,Sim,,,"28,00%",,"811.440,00",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005833.zip,33.160.102/0001-23,54.941.387/0001-00,ESTADO DE GOIAS,Não,CONSORCIO EY/ MANESCO/ ENCIBRA/ SANEARES-GOIAS,22/03/2024,ENCIBRA S A ESTUDOS E PROJETOS DE ENGENHARIA,Estadual,21/03/2027,Não,0084/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS, PREÇOS E PRAZOS DE ENTREGA.","11,72%",Serviço Único,"732.738,48","6.252.034,82",GOIÁS - SANEAMENTO
,66.865.965/0001-55,,,,,,"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.",,,Não,,,"25,29%",,"1.581.139,61",,
,34.830.445/0001-10,,,,,,SANEARES - INFRAESTRUTURA E SANEAMENTO LTDA,,,Não,,,"21,38%",,"1.336.685,04",,
,59.527.788/0001-31,,,,,,ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA,,,Sim,,,"41,61%",,"2.601.471,69",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004601.zip,82.144.338/0001-81,41.647.691/0001-05,MUNICIPIO DE GUARULHOS,Não,CONSORCIO MODELAGEM HOSPITAL GUARULHOS,06/05/2021,ESTEL ENGENHARIA LTDA.,Municipal,05/05/2024,Não,0070/2021,"Contratação de serviços técnicos necessários para a estruturação de projeto relativo à Parceria Público-Privada (PPP), na modalidade Concessão Administrativa, para a construção, equipagem, operação e manutenção (com a prestação de serviços nas modalidades BATA BRANCA e BATA CINZA) do Novo Hospital Municipal da Criança e do Adolescente (NHMCA) no Município de Guarulhos, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.","11,69%",Serviço Único,"313.014,74","2.677.628,24",GUARULHOS HOSPITAL
,14.171.693/0001-90,,,,,,MACIEL ROCHA SOCIEDADE DE ADVOGADOS,,,Não,,,"30,35%",,"812.660,17",,
,80.336.985/0001-60,,,,,,NBC - ARQUITETURA E CONSTRUCOES LTDA,,,Não,,,"11,69%",,"313.014,74",,
,22.111.570/0001-91,,,,,,HOUER CONSULTORIA E CONCESSOES LTDA,,,Sim,,,"46,27%",,"1.238.938,59",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006352.zip,11.717.392/0001-20,59.996.427/0001-34,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,Não,CONSORCIO MACROINFRA,14/03/2025,ALMEIDA & FLEURY CONSULTORIA DE ECONOMIA S/S,Federal,13/03/2028,Não,0087/2025,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","7,18%",Serviço Único,"607.500,00","8.460.000,00",HIDROVIAS DOS RIOS TOCANTINS E TAPAJÓS
,03.706.936/0001-20,,,,,,MACHADO MEYER SENDACZ OPICE E ANDRADE ADVOGADOS,,,Não,,,"21,87%",,"1.850.000,00",,
,00.188.111/0001-73,,,,,,R PEOTTA ENGENHARIA E CONSULTORIA LTDA,,,Não,,,"59,10%",,"5.000.000,00",,
,29.325.566/0001-75,,,,,,MACROINFRA CONSULTORES SOCIEDADE SIMPLES LIMITADA,,,Sim,,,"11,85%",,"1.002.500,00",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005456.zip,61.074.555/0001-72,50.946.369/0001-60,MINISTERIO DA DEFESA,Não,CONSORCIO EY/DEMAREST,18/05/2023,"ALMEIDA, ROTENBERG E BOSCOLI - SOCIEDADE DE ADVOGADOS",Federal,17/05/2026,Não,0125/2023,"Prestação de serviços necessários a elaboração de estudos técnicos e execução de serviços especializados com vistas à desestatização de dois Ativos Imobiliários da União Federal, sob responsabilidade do COMAER, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS (Projeto Básico) e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) Nº 092022 – BNDES,","39,00%",Serviço Único,"841.572,69","2.157.878,69",IMÓVEIS COMAER/FAB - BAST
,59.527.788/0001-31,,,,,,ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA,,,Sim,,,"61,00%",,"1.316.306,00",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006655.zip,61.074.555/0001-72,63.407.650/0001-76,COMPANHIA NACIONAL DE ABASTECIMENTO CONAB,Não,CONSORCIO VALORIZA CONAB,27/10/2025,"ALMEIDA, ROTENBERG E BOSCOLI - SOCIEDADE DE ADVOGADOS",Federal,26/10/2028,Não,0377/2025,"Execução dos serviços técnicos, o que inclui a elaboração de produtos e a prestação de serviços especializados, necessários para apoiar o BNDES na estruturação do Projeto de Estruturação Imobiliária com ativos da Companhia Nacional de Abastecimento – CONAB, observado ainda o detalhamento constante das Especificações Técnicas, da Proposta Comercial, da Matriz de Riscos e da Tabela de Produtos e Serviços.","31,24%",Serviço Único,"1.143.469,79","3.660.274,62",IMÓVEIS CONAB
,40.206.567/0001-33,,,,,,AVAL SERVICOS DE ENGENHARIA E CONSULTORIA LTDA,,,Não,,,"14,49%",,"530.373,79",,
,22.119.963/0001-41,,,,,,KAAN ARCHITECTEN - SERVICOS DE ARQUITETURA LTDA,,,Não,,,"19,46%",,"712.289,44",,
,05.097.487/0001-96,,,,,,CERES INTELIGENCIA FINANCEIRA LTDA,,,Sim,,,"34,81%",,"1.274.141,60",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006201.zip,03.706.936/0001-20,60.075.965/0001-75,COMANDO DO EXERCITO,Não,CONSORCIO FORTE HISTORICO,10/12/2024,MACHADO MEYER SENDACZ OPICE E ANDRADE ADVOGADOS,Federal,09/12/2027,Não,0414/2024,"Prestação de serviços técnicos para a estruturação e modelagem do projeto de valorização do patrimônio imobiliário do Museu Histórico do Exército / Forte de Copacabana, com vistas à exploração econômica de seus ativos imobiliários, por meio de concessão ou outra forma de transferência indicada pelos estudos que serão realizados.","18,29%",Serviço Único,"620.746,25","3.393.910,61",IMÓVEIS EXÉRCITO - FORTE DE COPACABANA
,50.108.260/0001-53,,,,,,ORBEN PROJETOS LTDA,,,Não,,,"15,29%",,"518.928,93",,
,71.740.294/0001-36,,,,,,UNA PARTNERS ECONOMIA E FINANCAS LTDA,,,Não,,,"16,99%",,"576.625,41",,
,42.289.272/0001-01,,,,,,INDIO DA COSTA ARQUITETURA LTDA.,,,Sim,,,"49,43%",,"1.677.610,01",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004621.zip,28.092.933/0001-75,42.500.250/0001-30,FURNAS - CENTRAIS ELETRICAS S.A.,Sim,CONSORCIO ELETRIZA,08/06/2021,ALVAREZ & MARSAL CONSULTORIA EM ENGENHARIA LTDA.,Federal,07/06/2024,Não,0083/2021,"Homologar o resultado final do processo de seleção da RFP nº 09/2020 AED-BNDES, sendo declarado como vencedor o Consórcio ELETRIZA, liderado pela empresa PATRINVEST INVESTIMENTO, ADMINISTRACAO DE PATRIMONIO, INTERMEDIACAO E SERVICOS LTDA, e integrado por ALVAREZ & MARSAL CONSULTORIA EM ENGENHARIA, CIX CAPITAL GESTÃO DE ATIVOS, TAUIL & CHEQUER ADVOGADOS, e APSIS CONSULTORIA EMPRESARIAL, pelo valor global ofertado de R$ 4.167.330,16 (quatro milhões cento e sessenta e sete mil trezentos e trinta reais e dezesseis centavos e autorizar a contratação do vencedor do processo de seleção da RFP nº 09/2020 AED-BNDES.","30,61%",Serviço Único,"1.319.059,89","4.309.244,97",IMÓVEIS FURNAS
,27.281.922/0001-70,,,,,,APSIS CONSULTORIA EMPRESARIAL LTDA,,,Não,,,"10,03%",,"432.217,27",,
,24.503.059/0001-60,,,,,,CIX CAPITAL GESTAO DE ATIVOS LTDA,,,Não,,,"10,20%",,"439.542,99",,
,68.809.318/0001-51,,,,,,TAUIL E CHEQUER ADVOGADOS,,,Não,,,"21,69%",,"934.675,23",,
,09.156.388/0001-99,,,,,,"PATRINVEST INVESTIMENTO, ADMINISTRACAO DE PATRIMONIO, INTERMEDIACAO E SERVICOS LTDA",,,Sim,,,"27,47%",,"1.183.749,59",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005960.zip,07.694.494/0001-09,57.430.739/0001-50,MUNICIPIO DO RECIFE,Não,CONSORCIO VIVA GUARARAPES,13/06/2024,ADVOCACIA GALDINO E REBELO,Municipal,12/06/2026,Não,0194/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","8,31%",Serviço Único,"304.085,51","3.659.272,03",IMÓVEIS RECIFE - AV. GUARARAPES
